id_funding,name,sector,industry,subindustry,zip,amount,date,investor
"111904","Company 830808","Mobile & Telecommunications","Mobile Software & Services","Advertising, Sales & Marketing","10003","1","10/29/2012","DFJ Gotham Ventures"
"119726","Company 870016","Internet","Internet Software & Services","Advertising, Sales & Marketing","10001","2.1","3/4/2013","True Ventures"
"111904","Company 830806","Mobile & Telecommunications","Mobile Software & Services","Advertising, Sales & Marketing","10003","1","10/29/2012","Liberty City Ventures"
"111533","Company 828890","Internet","eCommerce","Apparel & Accessories","10013","0.85","10/22/2012","Lerer Ventures"
"120160","Company 774110","Internet","Stealth Mode","","Undisclosed","1.5","3/6/2013","BHV VC"
"111904","Company 830808","Mobile & Telecommunications","Mobile Software & Services","Advertising, Sales & Marketing","10003","1","10/29/2012","MESA+"
"111599","Company 829299","Internet","Internet Software & Services","Billing, Expense Management and Procurement","10016","Undisclosed","10/23/2012","Sequoia Capital"
"120160","Company 774116","Internet","Stealth Mode","","Undisclosed","1.5","3/6/2013","ff Venture Capital"
"126709","Company 804200","Internet","eCommerce","Marketplace","10013","Undisclosed","11/2/2012","JumpStart NJ Angel Network"
"111422","Company 828172","Internet","Internet Software & Services","Education & Training","10016","0.8","10/26/2012","Kaplan Ventures"
"120160","Company 774113","Internet","Stealth Mode","","Undisclosed","1.5","3/6/2013","Great Oaks Venture Capital"
"112258","Company 832584","Internet","Stealth Mode","","10011","1.35","11/5/2012","New Enterprise Associates"
"111854","Company 830540","Healthcare","Biotechnology","","10014","1.25","10/26/2012","Columbus Nova Technology Partners"
"120160","Company 774111","Internet","Stealth Mode","","Undisclosed","1.5","3/6/2013","Quotidian Ventures"
"112258","Company 832580","Internet","Stealth Mode","","10011","1.35","11/5/2012","Softbank Capital"
"101357","Company 786001","Internet","Internet Software & Services","Social","10012","2.5","10/28/2012","First Round Capital"
"120160","Company 774112","Internet","Stealth Mode","","Undisclosed","1.5","3/6/2013","Venture Capital Fund"
"112481","Company 833810","Internet","Internet Software & Services","Advertising, Sales & Marketing","10018","Undisclosed","11/8/2012","Oak Investment Partners"
"112783","Company 835214","Internet","Internet Software & Services","Browser Software / Plugins","10010","1","11/13/2012","Winklevoss Capital"
"101357","Company 786001","Internet","Internet Software & Services","Social","10012","2.5","10/28/2012","Lerer Ventures"
"101506","Company 659333","Internet","Internet Software & Services","","10010","Undisclosed","3/7/2013","Contour Venture Partners"
"112812","Company 835358","Internet","eCommerce","Marketplace","Undisclosed","Undisclosed","11/14/2012","Lightbank"
"120543","Company 874192","Internet","eCommerce","Apparel & Accessories","10003","Undisclosed","3/13/2013","Box Group"
"101357","Company 786007","Internet","Internet Software & Services","Social","10012","2.5","10/28/2012","New Enterprise Associates"
"104107","Company 797539","Internet","Internet Software & Services","Application & Data Integration","10014","1.8","11/19/2012","Atlas Venture"
"120543","Company 874195","Internet","eCommerce","Apparel & Accessories","10003","Undisclosed","3/13/2013","Harrison Metal"
"101357","Company 786002","Internet","Internet Software & Services","Social","10012","2.5","10/28/2012","Oak Investment Partners"
"104107","Company 797537","Internet","Internet Software & Services","Application & Data Integration","10014","1.8","11/19/2012","Genacast Ventures"
"121645","Company 553983","Internet","eCommerce","Comparison Shopping","10014","1.6","3/27/2013","Cowboy Ventures"
"101357","Company 786005","Internet","Internet Software & Services","Social","10012","2.5","10/28/2012","Softbank Capital"
"104107","Company 797536","Internet","Internet Software & Services","Application & Data Integration","10014","1.8","11/19/2012","Great Oaks Venture Capital"
"121645","Company 553988","Internet","eCommerce","Comparison Shopping","10014","1.6","3/27/2013","ff Venture Capital"
"113462","Company 838625","Internet","Internet Software & Services","Information Providers & Portals","Undisclosed","Undisclosed","11/27/2012","500 Startups"
"121645","Company 553982","Internet","eCommerce","Comparison Shopping","10014","1.6","3/27/2013","Founder Collective"
"113462","Company 838629","Internet","Internet Software & Services","Information Providers & Portals","Undisclosed","Undisclosed","11/27/2012","Oakview Group"
"121645","Company 553985","Internet","eCommerce","Comparison Shopping","10014","1.6","3/27/2013","Lightbank"
"113568","Company 839117","Internet","Internet Software & Services","Browser Software / Plugins","10013","0.8","11/28/2012","ENIAC Ventures"
"135686","Company 954645","Internet","Internet Software & Services","Search","Undisclosed","Undisclosed","4/1/2013","New York Angels"
"118651","Company 864585","Mobile & Telecommunications","Mobile Software & Services","Customer Relationship Management","10003","1.2","12/1/2012","ENIAC Ventures"
"122022","Company 881813","Internet","eCommerce","Marketplace","Undisclosed","1.3","4/2/2013","Box Group"
"122022","Company 881810","Internet","eCommerce","Marketplace","Undisclosed","1.3","4/2/2013","Collaborative Fund"
"118651","Company 864584","Mobile & Telecommunications","Mobile Software & Services","Customer Relationship Management","10003","1.2","12/1/2012","Metamorphic Ventures"
"122022","Company 881819","Internet","eCommerce","Marketplace","Undisclosed","1.3","4/2/2013","First Round Capital"
"118651","Company 864585","Mobile & Telecommunications","Mobile Software & Services","Customer Relationship Management","10003","1.2","12/1/2012","NextView Ventures"
"122022","Company 881812","Internet","eCommerce","Marketplace","Undisclosed","1.3","4/2/2013","MESA+"
"118651","Company 864588","Mobile & Telecommunications","Mobile Software & Services","Customer Relationship Management","10003","1.2","12/1/2012","RRE Ventures"
"122022","Company 881818","Internet","eCommerce","Marketplace","Undisclosed","1.3","4/2/2013","Quotidian Ventures"
"120942","Company 876117","Internet","Internet Software & Services","Supply Chain & Logistics","10013","0.2","12/1/2012","Keiretsu Forum"
"113969","Company 841104","Internet","Internet Software & Services","News & Discussion","10014","0.37","4/5/2013","Lightbank"
"120975","Company 876364","Internet","eCommerce","eCommerce enablement","10011","0.3","12/1/2012","New York Angels"
"122541","Company 884612","Internet","Internet Software & Services","Payments","Undisclosed","0.5","4/9/2013","Tribeca Venture Partners"
"120986","Company 876467","Internet","eCommerce","Digital Goods","Undisclosed","0.75","12/1/2012","New York Angels"
"122558","Company 884727","Internet","Internet Software & Services","Customer Relationship Management","Undisclosed","Undisclosed","4/9/2013","Box Group"
"113866","Company 840465","Mobile & Telecommunications","Mobile Commerce","Digital Goods","10022","1","12/3/2012","New York Angels"
"122840","Company 885999","Internet","Internet Software & Services","Social","10010","0.5","4/12/2013","New York Angels"
"109345","Company 818972","Internet","Internet Software & Services","Information Providers & Portals","10014","0.56","12/4/2012","IA Ventures"
"123020","Company 527704","Internet","Internet Software & Services","Advertising, Sales & Marketing","11201","1.07","4/16/2013","ff Venture Capital"
"109345","Company 818977","Internet","Internet Software & Services","Information Providers & Portals","10014","0.56","12/4/2012","Lerer Ventures"
"123546","Company 889830","Mobile & Telecommunications","Mobile Software & Services","Gaming","Undisclosed","1","4/24/2013","ENIAC Ventures"
"109345","Company 818977","Internet","Internet Software & Services","Information Providers & Portals","10014","0.56","12/4/2012","MESA+"
"123546","Company 889836","Mobile & Telecommunications","Mobile Software & Services","Gaming","Undisclosed","1","4/24/2013","Lerer Ventures"
"114278","Company 842553","Internet","eCommerce","Apparel & Accessories","10001","0.78","12/10/2012","Great Oaks Venture Capital"
"123546","Company 889832","Mobile & Telecommunications","Mobile Software & Services","Gaming","Undisclosed","1","4/24/2013","m8 Capital"
"114370","Company 843040","Mobile & Telecommunications","Mobile Software & Services","Location-Based & Navigation","10024","0.25","12/11/2012","New York Angels"
"123546","Company 889839","Mobile & Telecommunications","Mobile Software & Services","Gaming","Undisclosed","1","4/24/2013","Tribeca Venture Partners"
"135560","Company 907338","Internet","Internet Software & Services","Data & Document Management","Undisclosed","Undisclosed","12/11/2012","SoundBoard Angel Fund"
"123848","Company 846908","Internet","Internet Software & Services","Customer Relationship Management","10010","Undisclosed","4/30/2013","Zelkova Ventures"
"114465","Company 515392","Computer Hardware & Services","Workstations & Thin Clients","","10010","1","12/12/2012","General Catalyst Partners"
"120989","Company 876484","Mobile & Telecommunications","Mobile Software & Services","Travel","10002","1.14","5/1/2013","New York Angels"
"114465","Company 515396","Computer Hardware & Services","Workstations & Thin Clients","","10010","1","12/12/2012","Khosla Ventures"
"120989","Company 876485","Mobile & Telecommunications","Mobile Software & Services","Travel","10002","1.14","5/1/2013","SoundBoard Angel Fund"
"114465","Company 515394","Computer Hardware & Services","Workstations & Thin Clients","","10010","1","12/12/2012","Raptor Ventures"
"124024","Company 892273","Internet","eCommerce","","Undisclosed","Undisclosed","5/2/2013","ArcView Group"
"114465","Company 515394","Computer Hardware & Services","Workstations & Thin Clients","","10010","1","12/12/2012","Thrive Capital"
"124072","Company 583997","Mobile & Telecommunications","Mobile Software & Services","Advertising, Sales & Marketing","11201","Undisclosed","5/2/2013","Bing Fund"
"114465","Company 515396","Computer Hardware & Services","Workstations & Thin Clients","","10010","1","12/12/2012","Upfront Ventures"
"124186","Company 893215","Internet","Stealth Mode","","Undisclosed","Undisclosed","5/6/2013","Founder Collective"
"114549","Company 843891","Internet","eCommerce","Marketplace","Undisclosed","Undisclosed","12/13/2012","Manitou Ventures"
"124186","Company 893213","Internet","Stealth Mode","","Undisclosed","Undisclosed","5/6/2013","Lerer Ventures"
"114071","Company 841495","Internet","Internet Software & Services","Information Providers & Portals","10013","8","12/16/2012",".406 Ventures"
"124186","Company 893216","Internet","Stealth Mode","","Undisclosed","Undisclosed","5/6/2013","Thrive Capital"
"114071","Company 841499","Internet","Internet Software & Services","Information Providers & Portals","10013","8","12/16/2012","Founders Fund"
"122489","Company 884323","Media (Traditional)","Publishing","","10012","1.2","5/7/2013","White Owl Capital Partners"
"114071","Company 841497","Internet","Internet Software & Services","Information Providers & Portals","10013","8","12/16/2012","Thrive Capital"
"123190","Company 888023","Mobile & Telecommunications","Mobile Software & Services","Payments","10011","1.5","5/8/2013","Lerer Ventures"
"96881","Company 530211","Mobile & Telecommunications","Mobile Software & Services","Health & Wellness","10001","2.6","12/18/2012","Harbor Pacific Capital"
"123190","Company 888021","Mobile & Telecommunications","Mobile Software & Services","Payments","10011","1.5","5/8/2013","O'Reilly AlphaTech Ventures"
"96881","Company 530215","Mobile & Telecommunications","Mobile Software & Services","Health & Wellness","10001","2.6","12/18/2012","m8 Capital"
"123190","Company 888024","Mobile & Telecommunications","Mobile Software & Services","Payments","10011","1.5","5/8/2013","Red Swan Ventures"
"96881","Company 530214","Mobile & Telecommunications","Mobile Software & Services","Health & Wellness","10001","2.6","12/18/2012","Qualcomm Ventures"
"120674","Company 874950","Internet","eCommerce","Food & Grocery","10014","1.4","5/9/2013","ff Venture Capital"
"115323","Company 585100","Internet","Internet Software & Services","Information Providers & Portals","10014","1.27","12/27/2012","Vocap Ventures"
"120674","Company 874954","Internet","eCommerce","Food & Grocery","10014","1.4","5/9/2013","Founder Collective"
"126637","Company 876036","Internet","eCommerce","eCommerce enablement","10022","0.4","1/1/2013","New York Angels"
"124515","Company 754954","Internet","eCommerce","Travel (internet)","10010","Undisclosed","5/9/2013","German Ventures"
"126717","Company 778506","Consumer Products & Services","Clothing & Accessories","Men's Clothing","10011","1","1/1/2013","New York Angels"
"129998","Company 287993","Internet","Internet Software & Services","Customer Relationship Management","10018","Undisclosed","5/9/2013","ff Venture Capital"
"126735","Company 907295","Internet","Internet Software & Services","Real Estate","10018","1.7","1/1/2013","JumpStart NJ Angel Network"
"124582","Company 894961","Internet","eCommerce","eCommerce enablement","10010","0.41","5/10/2013","New York Angels"
"126741","Company 907333","Internet","Internet Software & Services","Data & Document Management","Undisclosed","1","1/1/2013","New York Angels"
"124615","Company 802148","Internet","Internet Software & Services","Collaboration & Project Management","10003","1.6","5/10/2013","IA Ventures"
"126818","Company 907791","Financial","Asset/Financial Management","","10022","Undisclosed","1/1/2013","Golden Seeds"
"124839","Company 823985","Internet","Internet Software & Services","Advertising, Sales & Marketing","Undisclosed","0.53","5/14/2013","500 Startups"
"126823","Company 907843","Internet","eCommerce","","10018","0.53","1/1/2013","JumpStart NJ Angel Network"
"124869","Company 800595","Internet","Internet Software & Services","News & Discussion","10018","1.1","5/15/2013","Advancit Capital"
"126724","Company 907203","Mobile & Telecommunications","Mobile Software & Services","Asset & Financial Management & Trading","Undisclosed","0.5","1/2/2013","New York Angels"
"124869","Company 800594","Internet","Internet Software & Services","News & Discussion","10018","1.1","5/15/2013","Lerer Ventures"
"115739","Company 618244","Internet","Internet Software & Services","Legal","11215","0.2","1/4/2013","First Round Capital"
"124870","Company 835212","Internet","Internet Software & Services","Browser Software / Plugins","10010","2","5/15/2013","Winklevoss Capital"
"116210","Company 838750","Mobile & Telecommunications","Mobile Software & Services","Location-Based & Navigation","11201","0.2","1/9/2013","Casabona Ventures"
"125053","Company 807202","Retail (non-internet/mobile)","Apparel & Accessories","","10005","0.91","5/17/2013","Mumbai Angels"
"116210","Company 838751","Mobile & Telecommunications","Mobile Software & Services","Location-Based & Navigation","11201","0.2","1/9/2013","JumpStart NJ Angel Network"
"125080","Company 897814","Internet","Internet Software & Services","Payments","10010","1.5","5/17/2013","Winklevoss Capital"
"116557","Company 853706","Mobile & Telecommunications","Mobile Software & Services","Video","10022","0.53","1/15/2013","Capitole Angels"
"125126","Company 515393","Computer Hardware & Services","Workstations & Thin Clients","","10010","1","5/20/2013","Collaborative Fund"
"116778","Company 756014","Internet","Stealth Mode","","10003","1.51","1/17/2013","Gabriel Investments"
"125126","Company 515392","Computer Hardware & Services","Workstations & Thin Clients","","10010","1","5/20/2013","General Catalyst Partners"
"117104","Company 856609","Internet","Internet Software & Services","Personal & Professional Development","Undisclosed","1.2","1/22/2013","500 Startups"
"117104","Company 856608","Internet","Internet Software & Services","Personal & Professional Development","Undisclosed","1.2","1/22/2013","Great Oaks Venture Capital"
"125126","Company 515397","Computer Hardware & Services","Workstations & Thin Clients","","10010","1","5/20/2013","Khosla Ventures"
"117243","Company 837947","Internet","Internet Software & Services","Education & Training","10013","1.4","1/24/2013","Softbank Ventures Korea"
"125126","Company 515390","Computer Hardware & Services","Workstations & Thin Clients","","10010","1","5/20/2013","Thrive Capital"
"117791","Company 860218","Software (non-internet/mobile)","Multimedia & Graphics","","Undisclosed","1","1/31/2013","Brooklyn Bridge Ventures"
"125173","Company 778304","Internet","Internet Software & Services","HR & Workforce Management","10013","1.03","5/20/2013","New York Angels"
"117791","Company 860212","Software (non-internet/mobile)","Multimedia & Graphics","","Undisclosed","1","1/31/2013","Felicis Ventures"
"125547","Company 901210","Internet","Internet Software & Services","Data & Document Management","10001","Undisclosed","5/23/2013","Greycroft Partners"
"117791","Company 860215","Software (non-internet/mobile)","Multimedia & Graphics","","Undisclosed","1","1/31/2013","Lerer Ventures"
"125627","Company 813964","Internet","eCommerce","Apparel & Accessories","10001","1.25","5/27/2013","Battery Ventures"
"117791","Company 860216","Software (non-internet/mobile)","Multimedia & Graphics","","Undisclosed","1","1/31/2013","Red Swan Ventures"
"125627","Company 813969","Internet","eCommerce","Apparel & Accessories","10001","1.25","5/27/2013","Maveron"
"117791","Company 860213","Software (non-internet/mobile)","Multimedia & Graphics","","Undisclosed","1","1/31/2013","Two Sigma Ventures"
"125899","Company 903151","Internet","eCommerce","Home Furnishings & Improvement","10014","1.4","5/30/2013","Hearst Ventures"
"126729","Company 533779","Financial","Investment Firms & Funds","","Undisclosed","Undisclosed","2/1/2013","Golden Seeds"
"125899","Company 903150","Internet","eCommerce","Home Furnishings & Improvement","10014","1.4","5/30/2013","Lerer Ventures"
"118244","Company 756019","Internet","Stealth Mode","","10003","1.82","2/6/2013","Gabriel Investments"
"125899","Company 903153","Internet","eCommerce","Home Furnishings & Improvement","10014","1.4","5/30/2013","Softbank Capital"
"117331","Company 857676","Mobile & Telecommunications","Mobile Software & Services","Customer Relationship Management","10003","3","2/11/2013","First Round Capital"
"115595","Company 849056","Mobile & Telecommunications","Mobile Software & Services","Conferencing & Communication","10003","1.25","5/31/2013","FirstMark Capital"
"117331","Company 857676","Mobile & Telecommunications","Mobile Software & Services","Customer Relationship Management","10003","3","2/11/2013","Forerunner Ventures"
"115595","Company 849056","Mobile & Telecommunications","Mobile Software & Services","Conferencing & Communication","10003","1.25","5/31/2013","Lerer Ventures"
"117331","Company 857672","Mobile & Telecommunications","Mobile Software & Services","Customer Relationship Management","10003","3","2/11/2013","Greycroft Partners"
"126222","Company 905044","Mobile & Telecommunications","Mobile Software & Services","Data & Document Management","10002","2.2","6/4/2013","500 Startups"
"126222","Company 905040","Mobile & Telecommunications","Mobile Software & Services","Data & Document Management","10002","2.2","6/4/2013","Lerer Ventures"
"117331","Company 857677","Mobile & Telecommunications","Mobile Software & Services","Customer Relationship Management","10003","3","2/11/2013","SV Angel"
"126222","Company 905044","Mobile & Telecommunications","Mobile Software & Services","Data & Document Management","10002","2.2","6/4/2013","NextView Ventures"
"115709","Company 849544","Internet","eCommerce","Food & Grocery","11215","1","2/13/2013","Founder Collective"
"126222","Company 905040","Mobile & Telecommunications","Mobile Software & Services","Data & Document Management","10002","2.2","6/4/2013","Resolute.vc"
"115709","Company 849541","Internet","eCommerce","Food & Grocery","11215","1","2/13/2013","SV Angel"
"126222","Company 905047","Mobile & Telecommunications","Mobile Software & Services","Data & Document Management","10002","2.2","6/4/2013","SV Angel"
"118646","Company 776077","Internet","eCommerce","Apparel & Accessories","10018","0.73","2/13/2013","500 Startups"
"126226","Company 905075","Mobile & Telecommunications","Mobile Software & Services","Billing, Expense Management and Procurement","10002","1.5","6/4/2013","SoftTech VC"
"118646","Company 776079","Internet","eCommerce","Apparel & Accessories","10018","0.73","2/13/2013","Great Oaks Venture Capital"
"126366","Company 905854","Internet","eCommerce","Marketplace","Undisclosed","0.65","6/5/2013","500 Startups"
"118646","Company 776077","Internet","eCommerce","Apparel & Accessories","10018","0.73","2/13/2013","Romulus Capital"
"126366","Company 905856","Internet","eCommerce","Marketplace","Undisclosed","0.65","6/5/2013","Great Oaks Venture Capital"
"118646","Company 776075","Internet","eCommerce","Apparel & Accessories","10018","0.73","2/13/2013","SOSventures"
"126506","Company 906559","Mobile & Telecommunications","Mobile Commerce","Digital Goods","Undisclosed","1.8","6/6/2013","Great Oaks Venture Capital"
"118675","Company 555696","Internet","Internet Software & Services","Education & Training","10013","0.8","2/18/2013","Founder Collective"
"126506","Company 906556","Mobile & Telecommunications","Mobile Commerce","Digital Goods","Undisclosed","1.8","6/6/2013","Liberty City Ventures"
"118675","Company 555691","Internet","Internet Software & Services","Education & Training","10013","0.8","2/18/2013","Lerer Ventures"
"126506","Company 906557","Mobile & Telecommunications","Mobile Commerce","Digital Goods","Undisclosed","1.8","6/6/2013","Rothenberg Ventures"
"118675","Company 555696","Internet","Internet Software & Services","Education & Training","10013","0.8","2/18/2013","Reinmkr Capital"
"126506","Company 906557","Mobile & Telecommunications","Mobile Commerce","Digital Goods","Undisclosed","1.8","6/6/2013","SV Angel"
"118675","Company 555692","Internet","Internet Software & Services","Education & Training","10013","0.8","2/18/2013","Resolute.vc"
"126920","Company 908280","Internet","Internet Software & Services","Advertising, Sales & Marketing","10016","0.6","6/6/2013","Inimiti Capital Partners"
"118675","Company 555690","Internet","Internet Software & Services","Education & Training","10013","0.8","2/18/2013","Sequoia Capital"
"117683","Company 859522","Internet","Internet Software & Services","Data & Document Management","10010","0.55","6/14/2013","Columbus Nova Technology Partners"
"118675","Company 555698","Internet","Internet Software & Services","Education & Training","10013","0.8","2/18/2013","SV Angel"
"127633","Company 912107","Internet","Internet Software & Services","Web Development","10128","0.02","6/19/2013","Dorm Room Fund"
"118675","Company 555690","Internet","Internet Software & Services","Education & Training","10013","0.8","2/18/2013","Thrive Capital"
"127874","Company 913208","Internet","Internet Software & Services","Customer Relationship Management","10013","1.25","6/24/2013","Contour Venture Partners"
"119041","Company 866382","Computer Hardware & Services","Specialty Computer Hardware","Point of Sales & Retail Computer Systems","Undisclosed","1","2/19/2013","NYU Innovation Venture Fund"
"105620","Company 804203","Internet","eCommerce","Marketplace","10013","1","6/28/2013","JumpStart NJ Angel Network"
"119041","Company 866389","Computer Hardware & Services","Specialty Computer Hardware","Point of Sales & Retail Computer Systems","Undisclosed","1","2/19/2013","RSL Venture Partners"
"135708","Company 954861","Internet","","","Undisclosed","Undisclosed","6/28/2013","Golden Seeds"
"119147","Company 866883","Internet","Internet Software & Services","Education & Training","11201","0.15","2/20/2013","Kima Ventures"
"128824","Company 917471","Internet","Internet Software & Services","Social","Undisclosed","1","7/2/2013","Empire Angels"
"118561","Company 864118","Internet","Internet Software & Services","Education & Training","10011","1","2/22/2013","FF Angel"
"128824","Company 917475","Internet","Internet Software & Services","Social","Undisclosed","1","7/2/2013","Index Ventures"
"118561","Company 864116","Internet","Internet Software & Services","Education & Training","10011","1","2/22/2013","Quotidian Ventures"
"128824","Company 917470","Internet","Internet Software & Services","Social","Undisclosed","1","7/2/2013","MESA+"
"118561","Company 864115","Internet","Internet Software & Services","Education & Training","10011","1","2/22/2013","RRE Ventures"
"128824","Company 917479","Internet","Internet Software & Services","Social","Undisclosed","1","7/2/2013","RRE Ventures"
"119645","Company 869526","Internet","eCommerce","Marketplace","Undisclosed","0.5","2/27/2013","Vandaele Capital"
"119661","Company 869593","Internet","Internet Software & Services","Business Intelligence, Analytics & Performance Mgmt","Undisclosed","1.1","2/27/2013","Crosslink Capital"
"127258","Company 910170","Internet","Internet Software & Services","HR & Workforce Management","10014","0.05","7/3/2013","Genacast Ventures"
"119711","Company 548052","Mobile & Telecommunications","Mobile Software & Services","Location-Based & Navigation","10016","Undisclosed","2/28/2013","Bing Fund"
"128934","Company 918048","Mobile & Telecommunications","Mobile Software & Services","Education & Training","10022","1","7/3/2013","Blue Ridge Foundation"
"114931","Company 752901","Internet","Internet Software & Services","Social","11237","0.9","3/1/2013","Founder Collective"
"124387","Company 584202","Mobile & Telecommunications","Mobile Software & Services","Data & Document Management","10010","1.5","7/9/2013","Ludlow Ventures"
"114931","Company 752900","Internet","Internet Software & Services","Social","11237","0.9","3/1/2013","O'Reilly AlphaTech Ventures"
"124387","Company 584201","Mobile & Telecommunications","Mobile Software & Services","Data & Document Management","10010","1.5","7/9/2013","Quotidian Ventures"
"126699","Company 275061","Internet","eCommerce","Music, Video, Books & Entertainment","10014","Undisclosed","3/1/2013","Golden Seeds"
"124387","Company 584205","Mobile & Telecommunications","Mobile Software & Services","Data & Document Management","10010","1.5","7/9/2013","Scout Ventures"
"119726","Company 870015","Internet","Internet Software & Services","Advertising, Sales & Marketing","10001","2.1","3/4/2013","iNovia Capital"
"129575","Company 921319","Internet","Stealth Mode","","10011","0.25","7/10/2013","Kite Ventures"
"119726","Company 870014","Internet","Internet Software & Services","Advertising, Sales & Marketing","10001","2.1","3/4/2013","Laconia Ventures"
"129987","Company 923677","Electronics","Chips & Semiconductors","","10027","0.5","7/15/2013","New Science Ventures"
"119726","Company 870015","Internet","Internet Software & Services","Advertising, Sales & Marketing","10001","2.1","3/4/2013","Liberty City Ventures"
"129994","Company 923721","Software (non-internet/mobile)","Stealth Mode","","10012","2.64","7/15/2013","General Catalyst Partners"
"119726","Company 870015","Internet","Internet Software & Services","Advertising, Sales & Marketing","10001","2.1","3/4/2013","MESA+"
"129994","Company 923724","Software (non-internet/mobile)","Stealth Mode","","10012","2.64","7/15/2013","Lerer Ventures"
"119726","Company 870015","Internet","Internet Software & Services","Advertising, Sales & Marketing","10001","2.1","3/4/2013","NextView Ventures"
"130092","Company 830154","Internet","Internet Software & Services","Accounting & Finance","10003","2","7/16/2013","Contour Venture Partners"
"130092","Company 830151","Internet","Internet Software & Services","Accounting & Finance","10003","2","7/16/2013","High Peaks Venture Partners"
"119726","Company 870012","Internet","Internet Software & Services","Advertising, Sales & Marketing","10001","2.1","3/4/2013","Social Internet Fund"
"130092","Company 830159","Internet","Internet Software & Services","Accounting & Finance","10003","2","7/16/2013","Lerer Ventures"
